,ZCTA,n_households,med_income,population,density,city,state_id,state_name,lat,lng
8902,28452,367,53141,934,46.0,Longwood,NC,North Carolina,33.99723,-78.55295
8903,28453,1280,38247,3737,17.9,Magnolia,NC,North Carolina,34.88191,-78.07909000000001
8904,28454,815,53558,2503,15.1,Maple Hill,NC,North Carolina,34.6783,-77.6509
8905,28455,743,39750,1914,10.8,Nakina,NC,North Carolina,34.112809999999996,-78.63202
8906,28456,1548,35000,3800,21.9,Riegelwood,NC,North Carolina,34.37595,-78.28029000000001
8907,28457,3702,41222,10303,29.6,Rocky Point,NC,North Carolina,34.4476,-77.88906999999999
8908,28458,2736,35290,7024,22.5,Rose Hill,NC,North Carolina,34.81827,-78.08991
8909,28460,4062,59049,10490,84.9,Sneads Ferry,NC,North Carolina,34.53295,-77.42402
8910,28461,8618,62524,19897,82.3,Southport,NC,North Carolina,33.96625,-78.03633
8911,28462,5437,40359,12659,48.4,Supply,NC,North Carolina,34.023179999999996,-78.2885
8912,28463,3566,33223,9741,32.1,Tabor City,NC,North Carolina,34.10815,-78.78748
8913,28464,956,26934,2707,41.6,Teachey,NC,North Carolina,34.77792,-78.01925
8914,28465,3403,58560,7252,238.3,Oak Island,NC,North Carolina,33.91255,-78.1033
8915,28466,4117,35444,9294,20.6,Wallace,NC,North Carolina,34.73526,-77.90113000000001
8916,28467,4689,51713,10551,186.6,Calabash,NC,North Carolina,33.91762,-78.58185
8917,28468,2393,53997,5093,96.1,Sunset Beach,NC,North Carolina,33.90232,-78.52122
8918,28469,2744,67945,6128,101.4,Ocean Isle Beach,NC,North Carolina,33.92705,-78.46876999999999
8919,28470,5029,39170,12089,86.3,Shallotte,NC,North Carolina,33.96368,-78.40643
8920,28472,7570,34935,18423,41.9,Whiteville,NC,North Carolina,34.30706,-78.68919
8921,28478,1829,36563,5114,14.6,Willard,NC,North Carolina,34.64302,-78.03846
8922,28479,2312,49357,6274,20.4,Winnabow,NC,North Carolina,34.096509999999995,-78.01751
8923,28480,1211,80560,2536,326.2,Wrightsville Beach,NC,North Carolina,34.22397,-77.79324
8924,28501,7995,29332,18334,74.1,Kinston,NC,North Carolina,35.2444,-77.5219
8925,28504,8729,47275,21852,67.5,Kinston,NC,North Carolina,35.22495,-77.63539
8926,28508,812,39318,2699,29.9,Albertson,NC,North Carolina,35.10033,-77.82325
8927,28510,676,53300,1503,28.0,Arapahoe,NC,North Carolina,35.00387,-76.80688
8928,28511,291,40096,566,32.8,Atlantic,NC,North Carolina,34.8996,-76.35195
8929,28512,1606,63068,3236,194.1,Atlantic Beach,NC,North Carolina,34.699259999999995,-76.76783
8930,28513,4006,45772,10321,44.0,Ayden,NC,North Carolina,35.4415,-77.38893
8931,28515,913,31678,2584,20.5,Bayboro,NC,North Carolina,35.186040000000006,-76.70617
8932,28516,5113,45247,11268,21.0,Beaufort,NC,North Carolina,34.88857,-76.55466
8933,28518,3342,45747,8512,32.1,Beulaville,NC,North Carolina,34.896440000000005,-77.75658
8934,28519,145,51406,260,508.4,Bridgeton,NC,North Carolina,35.123740000000005,-77.0217
8935,28520,195,55958,322,5.7,Cedar Island,NC,North Carolina,34.971779999999995,-76.32332
8936,28521,944,54583,2877,21.0,Chinquapin,NC,North Carolina,34.8245,-77.7376
8937,28523,932,63947,2364,16.9,Cove City,NC,North Carolina,35.20867,-77.2918
8938,28524,161,24646,304,29.6,Davis,NC,North Carolina,34.79952,-76.47032
8939,28525,1075,37898,2919,27.2,Deep Run,NC,North Carolina,35.12454,-77.69266999999999
8940,28526,1219,34787,3018,11.2,Dover,NC,North Carolina,35.25087,-77.39745
8941,28527,453,56563,1016,7.9,Ernul,NC,North Carolina,35.266090000000005,-77.01717
8942,28528,214,43152,590,85.8,Gloucester,NC,North Carolina,34.73774,-76.53944
8943,28529,872,48214,1706,20.0,Grantsboro,NC,North Carolina,35.081579999999995,-76.86145
8944,28530,2779,35954,6457,39.9,Grifton,NC,North Carolina,35.37271,-77.41188000000001
8945,28531,630,41375,1361,207.9,Harkers Island,NC,North Carolina,34.70015,-76.56116
8946,28532,8178,49542,22205,54.4,Havelock,NC,North Carolina,34.88813,-76.90890999999999
8947,28533,19,49542,3248,2564.9,Cherry Point,NC,North Carolina,34.90287,-76.90145
8948,28537,42,49542,146,2.1,Hobucken,NC,North Carolina,35.245470000000005,-76.54946
8949,28538,803,37163,1961,29.0,Hookerton,NC,North Carolina,35.41919,-77.56436
8950,28539,5874,52590,15623,121.9,Hubert,NC,North Carolina,34.713359999999994,-77.21704
8951,28540,17572,48377,48775,184.2,Jacksonville,NC,North Carolina,34.75633,-77.50563000000001
8952,28543,1952,35037,5153,887.4,Tarawa Terrace,NC,North Carolina,34.73362,-77.37881
8953,28544,2256,36534,6692,182.6,Midway Park,NC,North Carolina,34.72129,-77.30735
8954,28546,16603,46210,46338,294.0,Jacksonville,NC,North Carolina,34.796620000000004,-77.36104
8955,28547,2135,44715,25420,325.5,Camp Lejeune,NC,North Carolina,34.67125,-77.37368000000001
8956,28551,5705,34831,15104,41.2,La Grange,NC,North Carolina,35.32189,-77.7815
8957,28552,67,34831,146,6.0,Lowland,NC,North Carolina,35.30146,-76.55464
8958,28553,155,107614,326,142.5,Marshallberg,NC,North Carolina,34.73223,-76.51343
8959,28554,86,63947,168,336.3,Maury,NC,North Carolina,35.47849,-77.58598
8960,28555,1780,47672,4767,13.0,Maysville,NC,North Carolina,34.87472,-77.22870999999999
8961,28556,475,41250,1019,8.2,Merritt,NC,North Carolina,35.124359999999996,-76.6651
8962,28557,6716,51620,15204,392.6,Morehead City,NC,North Carolina,34.740590000000005,-76.74585
8963,28560,11349,47118,27590,95.1,New Bern,NC,North Carolina,35.13427,-76.9857
8964,28562,16258,53733,38598,90.6,New Bern,NC,North Carolina,35.080490000000005,-77.12676
8965,28570,9071,47286,21590,66.5,Newport,NC,North Carolina,34.78153,-76.85392
8966,28571,1230,58438,2769,19.3,Oriental,NC,North Carolina,35.059940000000005,-76.71424
8967,28572,2435,35724,7477,23.8,Pink Hill,NC,North Carolina,35.02305,-77.73026
8968,28573,955,38015,2053,11.2,Pollocksville,NC,North Carolina,34.9965,-77.19903000000001
8969,28574,6353,48354,18116,45.5,Richlands,NC,North Carolina,34.87859,-77.59493
8970,28575,262,53929,484,203.4,Salter Path,NC,North Carolina,34.68734,-76.89137
8971,28577,129,57614,388,76.2,Sealevel,NC,North Carolina,34.8762,-76.38518
8972,28578,2154,41146,6858,38.5,Seven Springs,NC,North Carolina,35.200559999999996,-77.8634
8973,28579,240,39688,554,62.6,Smyrna,NC,North Carolina,34.76252,-76.51679
8974,28580,4137,36655,12874,42.9,Snow Hill,NC,North Carolina,35.45272,-77.68336
8975,28581,116,65929,285,9.4,Stacy,NC,North Carolina,34.85049,-76.43609000000001
8976,28582,733,78875,2734,37.7,Stella,NC,North Carolina,34.75864,-77.15031
8977,28583,100,78875,279,63.6,Stonewall,NC,North Carolina,35.13707,-76.74056
8978,28584,4846,58786,12265,75.1,Swansboro,NC,North Carolina,34.74605,-77.06903
8979,28585,1533,32917,3674,8.6,Trenton,NC,North Carolina,35.07395,-77.41455
8980,28586,3069,34505,7259,24.2,Vanceboro,NC,North Carolina,35.31638,-77.1635
8981,28587,172,24115,353,41.7,Vandemere,NC,North Carolina,35.19355,-76.6693
8982,28589,98,62604,182,6.4,Williston,NC,North Carolina,34.81049,-76.50511
8983,28590,9533,64147,24613,216.4,Winterville,NC,North Carolina,35.52049,-77.41628
8984,28594,1832,65541,3697,246.5,Emerald Isle,NC,North Carolina,34.66485,-77.02923
8985,28601,19993,49168,51706,419.7,Hickory,NC,North Carolina,35.772529999999996,-81.32637
8986,28602,11235,45244,29105,160.6,Hickory,NC,North Carolina,35.6761,-81.38615
8987,28604,3000,51139,7635,36.7,Banner Elk,NC,North Carolina,36.17723,-81.84787
8988,28605,1450,56439,3428,45.5,Blowing Rock,NC,North Carolina,36.1355,-81.69958000000001
8989,28606,695,29719,1689,19.2,Boomer,NC,North Carolina,36.05344,-81.31881
8990,28607,12747,36508,35523,129.0,Boone,NC,North Carolina,36.217729999999996,-81.65502
8991,28609,2311,57924,5788,50.9,Catawba,NC,North Carolina,35.67414,-81.05336
8992,28610,3790,51042,10120,95.0,Claremont,NC,North Carolina,35.73232,-81.13683
8993,28611,494,56774,1162,4.6,Collettsville,NC,North Carolina,36.01103,-81.73527
8994,28612,4819,36669,12338,57.2,Connelly Springs,NC,North Carolina,35.66087,-81.54008
8995,28613,8553,49950,22233,205.5,Conover,NC,North Carolina,35.740809999999996,-81.20916
8996,28615,890,31912,1767,10.9,Creston,NC,North Carolina,36.46267,-81.65854
8997,28616,71,84306,252,70.5,Crossnore,NC,North Carolina,36.02313,-81.92013
8998,28617,976,45426,2323,25.3,Crumpler,NC,North Carolina,36.48212,-81.38028
8999,28618,960,46324,2581,23.0,Deep Gap,NC,North Carolina,36.20682,-81.5172
9000,28619,610,34063,1537,491.8,Drexel,NC,North Carolina,35.75855,-81.60243
9001,28621,4097,43733,10499,57.7,Elkin,NC,North Carolina,36.30808,-80.83735
9002,28622,892,27500,2109,31.5,Elk Park,NC,North Carolina,36.192640000000004,-81.94742
9003,28623,717,41607,1464,22.6,Ennice,NC,North Carolina,36.52963,-80.97076
9004,28624,597,27792,1339,10.1,Ferguson,NC,North Carolina,36.12127,-81.42018
9005,28625,14638,48628,39518,71.4,Statesville,NC,North Carolina,35.86506,-80.88571999999999
9006,28626,1141,69826,2474,32.4,Fleetwood,NC,North Carolina,36.29541,-81.50144
9007,28627,374,41154,970,22.2,Glade Valley,NC,North Carolina,36.457840000000004,-81.00587
9008,28628,154,37857,494,358.9,Glen Alpine,NC,North Carolina,35.726290000000006,-81.78508000000001
9009,28629,0,37857,0,12.1,Glendale Springs,NC,North Carolina,36.34023,-81.36513000000001
9010,28630,8004,47868,20007,129.0,Granite Falls,NC,North Carolina,35.8249,-81.42344
9011,28631,330,41250,818,9.9,Grassy Creek,NC,North Carolina,36.5515,-81.41083
9012,28634,1830,42171,5230,32.0,Harmony,NC,North Carolina,35.97155,-80.75388000000001
9013,28635,1576,30542,3162,35.8,Hays,NC,North Carolina,36.30546,-81.12605
9014,28636,1891,41896,5013,35.8,Hiddenite,NC,North Carolina,35.94324,-81.06396
9015,28637,661,35703,1734,234.6,Hildebran,NC,North Carolina,35.71799,-81.41929
9016,28638,4554,41354,11698,234.5,Hudson,NC,North Carolina,35.8446,-81.47662
9017,28640,2066,31734,4759,46.9,Jefferson,NC,North Carolina,36.40347,-81.40751999999999
9018,28642,2428,32772,5890,60.8,Jonesville,NC,North Carolina,36.2194,-80.81964
9019,28643,1583,38638,3521,19.5,Lansing,NC,North Carolina,36.52963,-81.53446
9020,28644,479,30925,1117,8.4,Laurel Springs,NC,North Carolina,36.4313,-81.26683
9021,28645,18200,36905,46604,55.8,Lenoir,NC,North Carolina,35.97722,-81.54411999999999
9022,28646,224,36905,308,6.1,Linville,NC,North Carolina,36.07917,-81.83919
9023,28647,41,36905,71,5.7,Linville Falls,NC,North Carolina,35.938,-81.973
9024,28649,436,36905,994,11.0,Mc Grady,NC,North Carolina,36.33683,-81.20102
9025,28650,4358,48534,11106,102.6,Maiden,NC,North Carolina,35.57215,-81.15196
9026,28651,2729,36352,7419,31.4,Millers Creek,NC,North Carolina,36.272220000000004,-81.2849
9027,28652,0,36352,0,220.3,Minneapolis,NC,North Carolina,36.100190000000005,-81.98738
9028,28654,1452,44674,3100,21.5,Moravian Falls,NC,North Carolina,36.06185,-81.15149
9029,28655,21204,41957,54594,66.8,Morganton,NC,North Carolina,35.75713,-81.74413
9030,28657,4207,34914,8701,22.9,Newland,NC,North Carolina,36.03015,-81.94099
9031,28658,10094,44213,27479,141.6,Newton,NC,North Carolina,35.63586,-81.24087
9032,28659,8409,29613,21229,80.0,North Wilkesboro,NC,North Carolina,36.16601,-81.07621
9033,28660,854,46127,1878,27.2,Olin,NC,North Carolina,35.96842,-80.85708000000001
9034,28662,58,47159,114,30.2,Pineola,NC,North Carolina,36.0215,-81.89909
9035,28663,257,48125,617,13.6,Piney Creek,NC,North Carolina,36.53905,-81.30476999999999
9036,28665,934,34510,2377,15.8,Purlear,NC,North Carolina,36.20971,-81.37518
9037,28666,132,34510,125,305.5,Icard,NC,North Carolina,35.72507,-81.47041999999999
9038,28667,197,32841,453,359.2,Rhodhiss,NC,North Carolina,35.772240000000004,-81.42789
9039,28668,159,48125,314,8.9,Roaring Gap,NC,North Carolina,36.407379999999996,-80.99128
9040,28669,1215,32427,2663,26.2,Roaring River,NC,North Carolina,36.22862,-80.99495999999999
9041,28670,1268,52500,3590,28.2,Ronda,NC,North Carolina,36.193670000000004,-80.92345999999999
9042,28671,185,44375,577,310.9,Rutherford College,NC,North Carolina,35.7527,-81.52783000000001
9043,28672,0,44375,16,6.9,Scottville,NC,North Carolina,36.483290000000004,-81.32758000000001
9044,28673,2482,73454,6307,89.9,Sherrills Ford,NC,North Carolina,35.6076,-80.99922
9045,28675,3021,34733,7033,22.0,Sparta,NC,North Carolina,36.503479999999996,-81.13528000000001
9046,28676,1624,43214,4028,47.0,State Road,NC,North Carolina,36.32906,-80.85744
9047,28677,12912,42090,34545,154.3,Statesville,NC,North Carolina,35.73728,-80.92345
9048,28678,2216,42021,6577,45.1,Stony Point,NC,North Carolina,35.83464,-81.06028
9049,28679,810,39091,1740,30.6,Sugar Grove,NC,North Carolina,36.25943,-81.84284
9050,28681,9478,45697,25636,59.8,Taylorsville,NC,North Carolina,35.92094,-81.2221
9051,28682,555,78179,1301,134.3,Terrell,NC,North Carolina,35.58088,-80.96422
9052,28683,660,28269,1135,19.6,Thurmond,NC,North Carolina,36.3892,-80.91181
9053,28684,922,38636,2370,15.6,Todd,NC,North Carolina,36.33838,-81.61459
9054,28685,751,42639,1979,13.1,Traphill,NC,North Carolina,36.36079,-81.05985
9055,28689,613,50179,2071,14.8,Union Grove,NC,North Carolina,36.04317,-80.93531
9056,28690,3540,38629,9125,166.2,Valdese,NC,North Carolina,35.73295,-81.57401999999999
9057,28692,1572,52241,3941,40.8,Vilas,NC,North Carolina,36.27997,-81.79528
9058,28693,828,31902,1819,25.4,Warrensville,NC,North Carolina,36.469559999999994,-81.56249
9059,28694,3414,40434,7459,45.1,West Jefferson,NC,North Carolina,36.362559999999995,-81.47353000000001
9060,28697,5515,46498,13638,78.6,Wilkesboro,NC,North Carolina,36.13612,-81.16511
9061,28698,832,47222,2247,34.7,Zionville,NC,North Carolina,36.33935,-81.74011999999999
9062,28701,1505,51979,3224,78.9,Alexander,NC,North Carolina,35.70239,-82.64105
9063,28702,194,54196,560,7.1,Almond,NC,North Carolina,35.39969,-83.62055
9064,28704,8227,63559,19060,219.7,Arden,NC,North Carolina,35.46136,-82.57751
9065,28705,2891,40649,7139,20.6,Bakersville,NC,North Carolina,36.04365,-82.15888000000001
9066,28707,75,40649,160,3.3,Balsam,NC,North Carolina,35.397420000000004,-83.06584000000001
9067,28708,225,40649,375,6.0,Balsam Grove,NC,North Carolina,35.2714,-82.86267
9068,28709,874,45655,2302,16.3,Barnardsville,NC,North Carolina,35.763870000000004,-82.40612
9069,28711,5705,43899,13398,51.1,Black Mountain,NC,North Carolina,35.59867,-82.2902
9070,28712,8348,42591,20017,59.4,Brevard,NC,North Carolina,35.16965,-82.77103000000001
9071,28713,3425,34854,8704,24.6,Bryson City,NC,North Carolina,35.36935,-83.50255
9072,28714,7055,38449,17044,22.2,Burnsville,NC,North Carolina,35.89375,-82.31144
9073,28715,10058,50925,26318,122.1,Candler,NC,North Carolina,35.51246,-82.71225
9074,28716,7183,46768,17807,42.7,Canton,NC,North Carolina,35.43589,-82.86109
9075,28717,731,45174,1640,13.0,Cashiers,NC,North Carolina,35.08256,-83.09113
9076,28718,204,43929,363,12.9,Cedar Mountain,NC,North Carolina,35.16548,-82.6287
9077,28719,2843,34713,8025,23.0,Cherokee,NC,North Carolina,35.51786,-83.33418
9078,28720,47,30250,140,13.5,Chimney Rock,NC,North Carolina,35.451029999999996,-82.25356
9079,28721,4181,43843,10152,35.3,Clyde,NC,North Carolina,35.64802,-82.95111
9080,28722,2952,46552,6477,54.0,Columbus,NC,North Carolina,35.23413,-82.1247
9081,28723,3326,33623,11182,39.1,Cullowhee,NC,North Carolina,35.280590000000004,-83.12187
9082,28725,9,33623,55,60.9,Dillsboro,NC,North Carolina,35.3727,-83.26052
9083,28726,1307,32820,3219,518.9,East Flat Rock,NC,North Carolina,35.28118,-82.4182
9084,28729,1503,49089,3271,255.3,Etowah,NC,North Carolina,35.32008,-82.60226
9085,28730,3548,56630,9248,71.1,Fairview,NC,North Carolina,35.52466,-82.37038000000001
9086,28731,3781,51365,8354,111.2,Flat Rock,NC,North Carolina,35.288920000000005,-82.39353
9087,28732,7272,57298,17479,149.1,Fletcher,NC,North Carolina,35.44585,-82.46668000000001
9088,28733,7,57298,10,1.0,Fontana Dam,NC,North Carolina,35.43677,-83.80762
9089,28734,11942,37759,26935,34.6,Franklin,NC,North Carolina,35.182790000000004,-83.42108
9090,28735,163,27386,293,26.6,Gerton,NC,North Carolina,35.47574,-82.35043
9091,28736,413,41372,603,8.6,Glenville,NC,North Carolina,35.18606,-83.08139
9092,28739,9369,51738,21474,113.9,Hendersonville,NC,North Carolina,35.26359,-82.54639
9093,28740,534,33678,759,9.5,Green Mountain,NC,North Carolina,36.05004,-82.28421
9094,28741,1849,62072,3748,14.2,Highlands,NC,North Carolina,35.06147,-83.21069
9095,28742,1137,60583,2660,42.7,Horse Shoe,NC,North Carolina,35.375840000000004,-82.62473
9096,28743,888,29804,1987,6.6,Hot Springs,NC,North Carolina,35.80819,-82.90049
9097,28745,307,68359,461,341.0,Lake Junaluska,NC,North Carolina,35.52592,-82.97035
9098,28746,1113,61917,2371,19.7,Lake Lure,NC,North Carolina,35.45949,-82.16645
9099,28747,952,35288,2243,16.1,Lake Toxaway,NC,North Carolina,35.15717,-82.92327
9100,28748,4625,47693,12613,51.8,Leicester,NC,North Carolina,35.649570000000004,-82.75774
9101,28749,13,47693,29,18.6,Little Switzerland,NC,North Carolina,35.84063,-82.09875
9102,28751,1718,43510,3387,25.1,Maggie Valley,NC,North Carolina,35.505,-83.12069
9103,28752,12101,38906,30591,48.2,Marion,NC,North Carolina,35.711890000000004,-82.03697
9104,28753,4321,37510,9937,17.1,Marshall,NC,North Carolina,35.86765,-82.70241
9105,28754,3316,44159,10138,34.3,Mars Hill,NC,North Carolina,35.8756,-82.51568
9106,28756,1726,48147,4715,19.4,Mill Spring,NC,North Carolina,35.34734,-82.18106999999999
9107,28757,72,68571,116,88.7,Montreat,NC,North Carolina,35.64973,-82.30856999999999
9108,28759,2899,63173,7488,115.1,Mills River,NC,North Carolina,35.3818,-82.58513
9109,28761,3168,41260,7671,28.0,Nebo,NC,North Carolina,35.68634,-81.907
9110,28762,2723,32301,6958,26.5,Old Fort,NC,North Carolina,35.63367,-82.19075
9111,28763,1285,65559,2758,19.0,Otto,NC,North Carolina,35.03818,-83.43226999999999
9112,28766,505,63092,1222,83.6,Penrose,NC,North Carolina,35.251020000000004,-82.61988000000001
9113,28768,3020,50741,7388,31.7,Pisgah Forest,NC,North Carolina,35.30434,-82.70935
9114,28771,3140,34767,8095,12.2,Robbinsville,NC,North Carolina,35.345729999999996,-83.84631
9115,28772,524,57951,1061,38.0,Rosman,NC,North Carolina,35.11697,-82.82723
9116,28773,1249,51368,3056,23.4,Saluda,NC,North Carolina,35.256479999999996,-82.31353
9117,28774,569,58966,1008,8.6,Sapphire,NC,North Carolina,35.091429999999995,-82.99514
9118,28775,136,58966,267,11.6,Scaly Mountain,NC,North Carolina,35.0198,-83.32836
9119,28777,3550,43216,10314,60.2,Spruce Pine,NC,North Carolina,35.90169,-82.06863
9120,28778,4058,43089,9939,116.6,Swannanoa,NC,North Carolina,35.61719,-82.40700000000001
9121,28779,7323,51769,18141,58.0,Sylva,NC,North Carolina,35.35523,-83.21137
9122,28781,413,34821,973,4.6,Topton,NC,North Carolina,35.21522,-83.64605
9123,28782,3090,50191,6562,51.3,Tryon,NC,North Carolina,35.23587,-82.15041
9124,28783,692,30250,1809,9.6,Tuckasegee,NC,North Carolina,35.25277,-83.02059
9125,28785,3249,53341,7811,18.6,Waynesville,NC,North Carolina,35.63715,-83.09195
9126,28786,9662,42500,20821,107.5,Waynesville,NC,North Carolina,35.463159999999995,-82.99226
9127,28787,8411,54072,21314,95.7,Weaverville,NC,North Carolina,35.72596,-82.52324
9128,28789,2305,46386,5281,34.5,Whittier,NC,North Carolina,35.40661,-83.31741
9129,28790,1238,61837,3308,29.5,Zirconia,NC,North Carolina,35.20139,-82.48748
9130,28791,6626,50456,14954,332.6,Hendersonville,NC,North Carolina,35.356159999999996,-82.50843
9131,28792,13924,43896,34945,125.4,Hendersonville,NC,North Carolina,35.38984,-82.36889000000001
9132,28801,6637,34035,13683,1142.1,Asheville,NC,North Carolina,35.594120000000004,-82.55785
9133,28803,15156,50805,33756,289.0,Asheville,NC,North Carolina,35.52962,-82.52001
9134,28804,8381,55125,22189,297.9,Asheville,NC,North Carolina,35.6477,-82.56458
9135,28805,9033,46345,19818,262.0,Asheville,NC,North Carolina,35.613620000000004,-82.48210999999999
9136,28806,17359,43311,42650,392.0,Asheville,NC,North Carolina,35.572359999999996,-82.6143
9137,28901,2090,32364,4874,32.7,Andrews,NC,North Carolina,35.19808,-83.81034
9138,28902,594,32857,1377,23.4,Brasstown,NC,North Carolina,35.02609,-83.95661
9139,28904,4047,36294,8759,17.3,Hayesville,NC,North Carolina,35.06241,-83.72758
9140,28905,1204,37866,2995,26.8,Marble,NC,North Carolina,35.16395,-83.94009
9141,28906,7787,39216,19401,21.4,Murphy,NC,North Carolina,35.11873,-84.13325999999999
9142,28909,533,45380,1031,40.3,Warne,NC,North Carolina,35.0017,-83.90469
9143,29001,826,36447,2029,12.6,Alcolu,SC,South Carolina,33.78349,-80.17251999999999
9144,29003,2387,38360,6510,19.2,Bamberg,SC,South Carolina,33.24055,-81.01544
9145,29006,3796,39017,10720,25.6,Batesburg,SC,South Carolina,33.870290000000004,-81.55055
9146,29009,886,28333,2068,8.7,Bethune,SC,South Carolina,34.43983,-80.37879000000001
9147,29010,4269,31670,12469,25.2,Bishopville,SC,South Carolina,34.21605,-80.27023
9148,29014,740,51776,1763,4.4,Blackstock,SC,South Carolina,34.54461,-81.13436
9149,29015,579,27461,1691,5.5,Blair,SC,South Carolina,34.439679999999996,-81.337
9150,29016,7117,80925,21259,73.5,Blythewood,SC,South Carolina,34.20244,-80.99571999999999
9151,29018,1182,32768,2971,13.2,Bowman,SC,South Carolina,33.34525,-80.64534
9152,29020,9233,38515,21408,38.1,Camden,SC,South Carolina,34.312259999999995,-80.59702
9153,29030,761,41518,1928,8.4,Cameron,SC,South Carolina,33.58113,-80.6535
9154,29031,504,40000,1136,4.3,Carlisle,SC,South Carolina,34.60413,-81.43241
9155,29032,1789,28604,4767,21.6,Cassatt,SC,South Carolina,34.34083,-80.45557
9156,29033,5428,46885,12541,502.4,Cayce,SC,South Carolina,33.9566,-81.0578
9157,29036,8329,82089,21766,136.7,Chapin,SC,South Carolina,34.1329,-81.33685
9158,29037,376,30250,614,4.7,Chappells,SC,South Carolina,34.18558,-81.86437
9159,29038,845,34453,2169,11.8,Cope,SC,South Carolina,33.37278,-80.98135
9160,29039,1189,36425,3715,63.0,Cordova,SC,South Carolina,33.41513,-80.9076
9161,29040,3597,46025,10616,60.2,Dalzell,SC,South Carolina,34.05932,-80.43427
9162,29042,1905,24424,5076,34.7,Denmark,SC,South Carolina,33.30999,-81.15071
9163,29044,2078,46875,5852,15.8,Eastover,SC,South Carolina,33.93088,-80.69349
9164,29045,9193,63737,25814,120.6,Elgin,SC,South Carolina,34.18243,-80.80989
9165,29046,118,63737,143,36.7,Elliott,SC,South Carolina,34.108270000000005,-80.15831999999999
9166,29047,1507,32924,3263,21.7,Elloree,SC,South Carolina,33.533609999999996,-80.58157
9167,29048,2050,36322,4825,39.4,Eutawville,SC,South Carolina,33.388870000000004,-80.29593
9168,29051,240,40000,2007,8.7,Gable,SC,South Carolina,33.86446,-80.1276
9169,29052,729,28947,2111,13.6,Gadsden,SC,South Carolina,33.811440000000005,-80.73850999999999
9170,29053,6729,38172,17852,89.5,Gaston,SC,South Carolina,33.82734,-81.08766999999999
9171,29054,3598,63313,9260,65.2,Gilbert,SC,South Carolina,33.94209,-81.38043
9172,29055,1622,30116,4037,47.5,Great Falls,SC,South Carolina,34.576,-80.91757
9173,29056,876,27381,2187,9.1,Greeleyville,SC,South Carolina,33.60516,-79.99465
9174,29058,1767,42718,4671,12.9,Heath Springs,SC,South Carolina,34.56391,-80.73586
9175,29059,2252,29306,5615,21.1,Holly Hill,SC,South Carolina,33.329159999999995,-80.4176
9176,29061,5332,55490,14605,59.5,Hopkins,SC,South Carolina,33.898179999999996,-80.85035
9177,29062,47,55490,131,4.2,Horatio,SC,South Carolina,33.99475,-80.60009000000001
9178,29063,13398,73886,39090,315.2,Irmo,SC,South Carolina,34.14018,-81.20555999999999
9179,29065,280,44375,509,10.8,Jenkinsville,SC,South Carolina,34.28522,-81.29356999999999
9180,29067,3509,39156,11093,21.7,Kershaw,SC,South Carolina,34.54885,-80.5322
9181,29069,1974,27931,4393,25.3,Lamar,SC,South Carolina,34.18619,-80.09626999999999
9182,29070,5710,52650,15914,35.8,Leesville,SC,South Carolina,33.917609999999996,-81.45612
9183,29072,21296,78899,60081,279.4,Lexington,SC,South Carolina,34.00046,-81.27546
9184,29073,16973,56146,46555,196.3,Lexington,SC,South Carolina,33.89372,-81.23816
9185,29074,58,56146,112,4.6,Liberty Hill,SC,South Carolina,34.449659999999994,-80.81551
9186,29075,986,58629,3028,27.0,Little Mountain,SC,South Carolina,34.200359999999996,-81.37391
9187,29078,5877,54347,17393,47.6,Lugoff,SC,South Carolina,34.18347,-80.6991
9188,29079,25,54347,10,273.3,Lydia,SC,South Carolina,34.28637,-80.11376
9189,29080,1080,28629,2859,9.5,Lynchburg,SC,South Carolina,34.01122,-80.08539
9190,29081,558,38409,1317,6.5,Ehrhardt,SC,South Carolina,33.09209,-81.04244
9191,29082,181,32917,446,5.4,Lodge,SC,South Carolina,33.0377,-80.94174
9192,29101,1123,32583,2889,10.8,Mc Bee,SC,South Carolina,34.46022,-80.24829
9193,29102,7125,36365,17170,28.7,Manning,SC,South Carolina,33.64506,-80.19125
9194,29104,526,40400,1375,9.9,Mayesville,SC,South Carolina,33.99855,-80.21791999999999
9195,29105,491,31280,1098,20.0,Monetta,SC,South Carolina,33.80842,-81.59563
9196,29107,1153,36566,2737,16.1,Neeses,SC,South Carolina,33.528659999999995,-81.12391
9197,29108,7603,36614,20890,38.0,Newberry,SC,South Carolina,34.298759999999994,-81.62474
9198,29111,634,42400,1663,9.7,New Zion,SC,South Carolina,33.785309999999996,-80.01233
9199,29112,1668,29390,3841,15.7,North,SC,South Carolina,33.6303,-81.08270999999999
9200,29113,518,40658,1211,14.5,Norway,SC,South Carolina,33.43622,-81.13226
9201,29114,737,35924,1763,22.8,Olanta,SC,South Carolina,33.9537,-79.93236999999999
9202,29115,10611,28231,28744,92.1,Orangeburg,SC,South Carolina,33.477709999999995,-80.84883
9203,29117,0,28231,1056,5035.7,Orangeburg,SC,South Carolina,33.49818,-80.84883
9204,29118,6594,45753,17232,78.6,Orangeburg,SC,South Carolina,33.57049,-80.89211
9205,29122,18,43929,40,47.7,Peak,SC,South Carolina,34.240120000000005,-81.32538000000001
9206,29123,2905,44568,8525,42.6,Pelion,SC,South Carolina,33.76637,-81.25947
9207,29125,913,30082,2159,11.2,Pinewood,SC,South Carolina,33.69829,-80.46722
