,townstate,poverty,med_income,hs_completion,n_households,population,density,crime_rate,property_crime,violent_crime,students_per_teacher,gini,lat,lng,unemployment_rate,home_price,crime_rate_pc,vcrime_rate_pc,pcrime_rate_pc,people_per_household,state
106,"Anamosa, Iowa",17.4,53500.0,87.9,3394,8874,28.1,83.0,73.0,10.0,12.333333333333336,0.4613498953178414,42.11851,-91.28539,4.587610195477113,157654.0,0.009353166553977913,0.001126887536623845,0.008226279017354067,2.614614024749558,Iowa
107,"Andale, Kansas",4.3,95958.0,93.6,421,1508,27.3,0.0,0.0,0.0,14.5,0.4553,37.75974,-97.62979,3.9,203002.0,0.0,0.0,0.0,3.5819477434679334,Kansas
108,"Andalusia, Alabama",17.3,42857.0,84.7,8273,20230,16.35,561.0,477.0,84.0,16.0,0.4613498953178414,31.250790000000002,-86.54152500000001,4.587610195477113,110954.0,0.02773109243697479,0.004152249134948097,0.023578843302026694,2.4453040009670013,Alabama
109,"Anderson, California",21.3,41360.0,88.3,8960,23106,68.1,544.0,452.0,92.0,20.23076923076923,0.4394,40.458659999999995,-122.27918000000001,7.7,226921.0,0.023543668311261146,0.00398164978793387,0.019562018523327274,2.578794642857143,California
110,"Anderson, Missouri",21.2,50068.0,71.9,2260,6212,19.3,69.0,56.0,13.0,13.0,0.4613498953178414,36.65661,-94.45649,4.587610195477113,111676.0,0.011107533805537669,0.0020927237604636186,0.00901481004507405,2.7486725663716816,Missouri
111,"Andover, Kansas",5.6,85525.0,95.5,5139,14730,144.1,219.0,204.0,15.0,15.0,0.3771,37.69502,-97.10766,2.2,213948.0,0.014867617107942974,0.0010183299389002036,0.01384928716904277,2.866316403969644,Kansas
112,"Andover, Minnesota",3.0,102400.0,96.3,16046,48981,256.9,807.0,764.0,43.0,15.714285714285715,0.3825,45.25574,-93.26549,2.9,315344.0,0.016475776321430758,0.0008778914272881322,0.015597884894142627,3.052536457684158,Minnesota
113,"Andrews, North Carolina",37.0,32364.0,70.3,2090,4874,32.7,99.0,90.0,9.0,15.666666666666664,0.4613498953178414,35.19808,-83.81034,4.587610195477113,125116.0,0.020311858842839557,0.0018465326220763233,0.018465326220763235,2.3320574162679426,North Carolina
114,"Andrews, South Carolina",29.1,35985.0,85.3,3965,10493,14.0,181.0,160.0,21.0,13.333333333333336,0.4613498953178414,33.45797,-79.60342,4.587610195477113,77661.0,0.017249594968073954,0.0020013342228152103,0.015248260745258743,2.64640605296343,South Carolina
115,"Andrews, Texas",14.3,70753.0,74.0,5413,17818,7.4,355.0,284.0,71.0,13.666666666666664,0.4613498953178414,32.32942,-102.69917,4.587610195477113,153013.0,0.019923672690537658,0.003984734538107532,0.015938938152430127,3.291705154258267,Texas
116,"Angier, North Carolina",9.8,55760.0,83.1,7080,21299,110.9,143.0,129.0,14.0,14.6,0.4163,35.48575,-78.68494,6.3,179136.0,0.006713930231466266,0.0006573078548288652,0.006056622376637401,3.0083333333333333,North Carolina
117,"Angleton, Texas",12.0,61603.0,83.1,10732,32554,57.1,430.0,372.0,58.0,15.888888888888893,0.4278,29.17431,-95.44986999999999,3.8,171789.0,0.013208822264545063,0.0017816550961479388,0.011427167168397125,3.0333581811405144,Texas
118,"Angola, Indiana",16.9,49493.0,87.2,7005,18292,59.3,344.0,341.0,3.0,16.2,0.4613498953178414,41.65272,-85.00797,4.587610195477113,172551.0,0.018806035425322547,0.00016400612289525475,0.01864202930242729,2.611277658815132,Indiana
119,"Ankeny, Iowa",6.3,79427.0,97.3,22287,63862,405.79999999999995,884.0,756.0,128.0,17.0,0.4317,41.72632,-93.59958499999999,3.0,236982.0,0.013842347561930413,0.0020043218189220507,0.011838025743008362,2.8654372504150403,Iowa
120,"Anna, Illinois",27.1,45714.0,84.7,2582,6585,46.0,127.0,112.0,15.0,19.25,0.4613498953178414,37.45662,-89.18699000000002,4.587610195477113,90524.0,0.019286256643887622,0.002277904328018223,0.0170083523158694,2.550348567002324,Illinois
121,"Anna, Texas",7.3,83622.0,89.1,4352,15379,57.0,143.0,134.0,9.0,14.5,0.4361,33.35197,-96.52735,3.4,231838.0,0.009298393913778529,0.0005852136029650823,0.008713180310813447,3.5337775735294117,Texas
122,"Annandale, Minnesota",10.3,62321.0,86.1,2926,7093,38.4,49.0,45.0,4.0,20.0,0.3892,45.24268,-94.11893,1.5,243350.0,0.006908219371211053,0.0005639362752009023,0.006344283096010151,2.4241285030758717,Minnesota
123,"Annapolis, Maryland",9.9,95643.8,87.2,36611,95049,761.74,1188.0,938.0,250.0,11.058823529411764,0.42119999999999996,38.994445999999996,-76.502804,3.8,554621.2,0.012498816399962125,0.002630222306389336,0.009868594093572788,2.5961869383518614,Maryland
124,"Annapolis, Missouri",33.9,34583.0,72.5,536,1277,3.2,3.0,3.0,0.0,11.0,0.4613498953178414,37.3946,-90.65369,4.587610195477113,86275.0,0.0023492560689115116,0.0,0.0023492560689115116,2.3824626865671643,Missouri
125,"Annawan, Illinois",8.1,56188.0,95.3,600,1267,8.4,10.0,10.0,0.0,12.0,0.4613498953178414,41.42078,-89.91830999999998,4.587610195477113,112947.0,0.007892659826361484,0.0,0.007892659826361484,2.111666666666667,Illinois
126,"Anoka, Minnesota",12.1,75803.0,91.8,17647,49377,283.4,626.0,590.0,36.0,15.666666666666664,0.3825,45.28861,-93.42307,2.9,256767.0,0.0126779674747352,0.0007290843915183183,0.011948883083216882,2.798039326797756,Minnesota
127,"Anson, Texas",22.8,51477.0,75.2,1206,2710,6.8,40.0,35.0,5.0,10.333333333333334,0.4613498953178414,32.74484,-99.90508,4.587610195477113,83723.0,0.014760147601476014,0.0018450184501845018,0.012915129151291513,2.2470978441127696,Texas
128,"Ansonia, Connecticut",18.6,45467.0,89.6,6974,18787,1236.6,355.0,331.0,24.0,12.6,0.4785,41.34424,-73.0689,5.5,199909.0,0.018896045137595147,0.0012774791078937564,0.01761856602970139,2.6938629194149697,Connecticut
129,"Ansted, West Virginia",16.5,36932.0,85.5,714,1725,39.0,4.0,3.0,1.0,14.5,0.4613498953178414,38.1557,-81.11249000000002,4.587610195477113,59213.0,0.002318840579710145,0.0005797101449275362,0.0017391304347826088,2.4159663865546217,West Virginia
130,"Anthony, Kansas",17.1,48990.0,89.5,1091,2494,4.1,87.0,80.0,7.0,11.5,0.4613498953178414,37.10384000000001,-98.07254,4.587610195477113,51688.0,0.03488372093023256,0.0028067361668003207,0.03207698476343224,2.285976168652612,Kansas
131,"Anthony, New Mexico",48.6,31195.0,56.9,5675,19189,8.9,170.0,131.0,39.0,15.625,0.5151,31.95488,-107.01803000000001,6.3,140716.0,0.008859242274219605,0.002032414404085674,0.006826827870133931,3.3813215859030836,New Mexico
132,"Anthony, Texas",19.9,38011.0,77.1,1775,7482,241.9,165.0,158.0,7.0,15.0,0.4848,31.97693,-106.59781000000001,6.2,112982.0,0.022052927024859663,0.0009355787222667736,0.02111734830259289,4.215211267605634,Texas
133,"Antigo, Wisconsin",20.9,42903.0,90.8,5732,12849,24.1,474.0,466.0,8.0,14.75,0.4613498953178414,45.11914,-89.16996,4.587610195477113,80793.0,0.03689003035255662,0.0006226165460347109,0.03626741380652191,2.241625959525471,Wisconsin
134,"Antlers, Oklahoma",34.5,35347.0,75.0,2408,6022,10.7,44.0,35.0,9.0,13.333333333333336,0.4613498953178414,34.22756,-95.61043000000001,4.587610195477113,69351.0,0.0073065426768515445,0.0014945200929923613,0.005812022583859183,2.500830564784053,Oklahoma
135,"Anton, Texas",17.5,43625.0,62.8,593,1566,4.6,10.0,8.0,2.0,12.0,0.4613498953178414,33.8049,-102.16223000000001,4.587610195477113,65035.0,0.006385696040868455,0.001277139208173691,0.005108556832694764,2.6408094435075884,Texas
136,"Apache Junction, Arizona",20.4,43911.0,86.1,23310,54242,397.45,1028.0,921.0,107.0,20.7,0.3916,33.406335,-111.53491500000001,6.8,220435.0,0.01895210353600531,0.001972641126802109,0.0169794624092032,2.326984126984127,Arizona
137,"Apache, Oklahoma",21.2,44130.0,88.7,1252,3178,8.2,23.0,20.0,3.0,14.666666666666664,0.4613498953178414,34.90891,-98.40268,4.587610195477113,75005.0,0.00723725613593455,0.0009439899307740718,0.0062932662051604785,2.538338658146965,Oklahoma
138,"Apalachicola, Florida",11.4,41442.0,82.7,1517,3832,37.3,30.0,26.0,4.0,19.0,0.4613498953178414,29.73685,-85.0901,4.587610195477113,160288.0,0.007828810020876827,0.0010438413361169101,0.006784968684759917,2.5260382333553064,Florida
139,"Apex, North Carolina",5.0,99627.33333333333,95.7,25034,75345,246.0666666666667,641.0,601.0,40.0,16.785714285714285,0.447,35.723009999999995,-78.89652666666667,3.0,373694.0,0.00850753201937753,0.0005308912336585042,0.007976640785719026,3.009706798753695,North Carolina
140,"Appalachia, Virginia",33.7,26750.0,77.7,1105,2668,16.8,25.0,18.0,7.0,13.0,0.4613498953178414,36.9437,-82.79763,4.587610195477113,27772.0,0.009370314842578711,0.002623688155922039,0.006746626686656672,2.4144796380090496,Virginia
141,"Appleton City, Missouri",19.1,41397.0,87.8,789,2147,5.8,11.0,10.0,1.0,9.333333333333334,0.4613498953178414,38.15133,-94.01118000000001,4.587610195477113,89766.0,0.005123428039124359,0.0004657661853749418,0.004657661853749418,2.7211660329531053,Missouri
142,"Appleton, Minnesota",17.3,41463.0,84.5,976,2062,4.2,29.0,26.0,3.0,11.0,0.4613498953178414,45.2425,-96.0043,4.587610195477113,74498.0,0.014064015518913677,0.001454898157129001,0.012609117361784675,2.112704918032787,Minnesota
143,"Arab, Alabama",17.6,45435.0,87.9,6339,16112,87.1,581.0,511.0,70.0,14.2,0.4746,34.32333,-86.50143,4.7,120303.0,0.03606007944389275,0.004344587884806355,0.031715491559086394,2.541725824262502,Alabama
144,"Aransas Pass, Texas",20.4,40935.5,74.7,4512,11536,50.199999999999996,527.0,469.0,58.0,16.0,0.4329,27.908,-97.13789,5.2,135221.5,0.045683079056865465,0.005027739251040222,0.040655339805825245,2.5567375886524824,Texas
145,"Arcadia, Florida",34.4,37650.0,73.4,11698,36271,22.2,253.0,189.0,64.0,17.857142857142858,0.4613498953178414,27.144064999999998,-81.91125000000001,4.587610195477113,142067.5,0.006975269499048827,0.0017644950511427862,0.005210774447906041,3.100615489827321,Florida
146,"Arcadia, Wisconsin",11.8,52917.0,80.9,1905,5094,12.8,16.0,15.0,1.0,12.5,0.4613498953178414,44.24805,-91.50053,4.587610195477113,141158.0,0.0031409501374165686,0.00019630938358853554,0.002944640753828033,2.674015748031496,Wisconsin
147,"Arcata, California",37.2,34352.0,94.8,8313,21462,145.3,749.0,667.0,82.0,17.90909090909091,0.4527,40.84864,-124.05915,8.6,344420.0,0.03489889106327462,0.003820706364737676,0.03107818469853695,2.581739444243955,California
148,"Archer City, Texas",13.6,40417.0,91.3,773,2047,4.1,12.0,9.0,3.0,10.0,0.4613498953178414,33.568909999999995,-98.67458,4.587610195477113,76165.0,0.005862237420615535,0.0014655593551538837,0.004396678065461651,2.648124191461837,Texas
149,"Arcola, Illinois",15.3,52454.0,78.6,1478,4225,16.6,14.0,9.0,5.0,11.5,0.4613498953178414,39.67439,-88.29901,4.587610195477113,98178.0,0.0033136094674556214,0.001183431952662722,0.0021301775147928993,2.858592692828146,Illinois
150,"Ardmore, Alabama",20.9,50315.0,81.0,2086,5048,73.3,31.0,29.0,2.0,16.0,0.4149,34.969,-86.79579,5.1,132519.0,0.006141045958795562,0.0003961965134706815,0.005744849445324881,2.419942473633749,Alabama
151,"Argonia, Kansas",10.0,59464.0,95.1,322,756,3.1,4.0,3.0,1.0,9.0,0.4613498953178414,37.28137,-97.75403,4.587610195477113,84320.0,0.005291005291005291,0.0013227513227513227,0.003968253968253968,2.347826086956522,Kansas
152,"Argyle, Texas",2.2,130720.0,98.6,8020,25100,149.1,24.0,21.0,3.0,16.0,0.4321,33.11035,-97.16946999999999,3.6,396543.0,0.0009561752988047809,0.00011952191235059761,0.0008366533864541832,3.1296758104738154,Texas
153,"Ariton, Alabama",39.4,40598.0,75.8,963,2715,8.9,13.0,11.0,2.0,15.0,0.4613498953178414,31.602459999999997,-85.6815,4.587610195477113,75832.0,0.004788213627992633,0.0007366482504604051,0.004051565377532229,2.8193146417445485,Alabama
154,"Arkadelphia, Arkansas",29.7,37101.0,86.2,6213,15351,15.3,481.0,436.0,45.0,13.8,0.4613498953178414,34.08201,-93.04608,4.587610195477113,103636.0,0.03133346361800534,0.00293140512018761,0.028402058497817732,2.4707870593915984,Arkansas
155,"Arkansas City, Kansas",20.5,41619.0,87.7,6355,15696,41.3,497.0,439.0,58.0,15.25,0.4613498953178414,37.0651,-96.99179000000001,4.587610195477113,63961.0,0.03166411824668705,0.0036952089704383284,0.027968909276248725,2.469866247049567,Kansas
156,"Arkoma, Oklahoma",33.3,26711.0,75.0,776,1872,65.3,12.0,12.0,0.0,17.666666666666668,0.4613498953178414,35.34831,-94.45818,4.587610195477113,48110.0,0.00641025641025641,0.0,0.00641025641025641,2.4123711340206184,Oklahoma
157,"Arley, Alabama",35.0,44113.0,77.6,1448,3390,20.7,30.0,27.0,3.0,17.0,0.4613498953178414,34.08013,-87.18065,4.587610195477113,262988.0,0.008849557522123894,0.0008849557522123894,0.007964601769911504,2.341160220994475,Alabama
158,"Arlington, Georgia",41.8,25278.0,78.2,794,2256,6.6,41.0,28.0,13.0,18.0,0.4613498953178414,31.41755,-84.68099000000002,4.587610195477113,49340.0,0.018173758865248225,0.00576241134751773,0.012411347517730497,2.841309823677582,Georgia
159,"Arlington, Minnesota",14.6,59000.0,83.4,1306,3310,16.0,0.0,0.0,0.0,15.0,0.4613498953178414,44.60335,-94.10240999999999,4.587610195477113,138127.0,0.0,0.0,0.0,2.5344563552833077,Minnesota
160,"Arlington, Washington",10.1,76555.0,90.4,15718,42880,49.3,922.0,871.0,51.0,22.454545454545453,0.4041,48.21049,-121.95173999999999,2.6,397035.0,0.021501865671641793,0.001189365671641791,0.0203125,2.7280824532383257,Washington
161,"Arma, Kansas",22.8,40513.0,88.2,766,1723,34.4,43.0,41.0,2.0,10.5,0.4613498953178414,37.563790000000004,-94.7178,4.587610195477113,71367.0,0.024956471271038887,0.0011607661056297156,0.02379570516540917,2.2493472584856398,Kansas
162,"Arnold, Missouri",10.8,63654.0,86.6,13866,36008,629.0,824.0,784.0,40.0,11.6,0.4145,38.42948,-90.39328,3.9,163463.0,0.022883803599200177,0.001110864252388358,0.02177293934681182,2.5968556180585605,Missouri
163,"Arp, Texas",5.2,48389.0,85.9,1424,3483,32.5,0.0,0.0,0.0,12.0,0.4846,32.27445,-95.07491999999999,5.2,137949.0,0.0,0.0,0.0,2.445926966292135,Texas
164,"Arroyo Grande, California",6.0,77887.0,94.1,11817,30136,58.6,369.0,334.0,35.0,23.66666666666667,0.4582,35.16612,-120.46508,3.8,698803.0,0.01224449163790815,0.0011614016458720467,0.011083089992036103,2.5502242531945503,California
165,"Artesia, California",11.8,62863.0,79.4,4529,16858,3929.9,711.0,622.0,89.0,25.4,0.5016,33.86763,-118.08062,5.2,567113.0,0.042175821568394826,0.005279392573258987,0.036896428995135844,3.7222344888496357,California
166,"Arvin, California",27.5,37191.0,34.8,5159,22744,37.6,825.0,634.0,191.0,20.666666666666668,0.4725,35.11188,-118.83076000000001,8.6,177590.0,0.03627330284910306,0.008397819205065072,0.02787548364403799,4.40860631905408,California
167,"Asbury Park, New Jersey",30.4,60869.0,83.7,16078,38443,1273.6,946.0,723.0,223.0,9.0,0.4735,40.248059999999995,-74.0547,4.0,412945.0,0.024607860988996696,0.005800795983664126,0.01880706500533257,2.391031222788904,New Jersey
168,"Ash Grove, Missouri",21.8,48946.0,84.4,1421,3603,16.9,69.0,67.0,2.0,19.0,0.4847,37.27409,-93.60132,3.5,136441.0,0.019150707743547043,0.0005550929780738274,0.018595614765473216,2.5355383532723432,Missouri
169,"Ashburn, Georgia",29.3,43286.0,72.3,2412,5866,13.3,224.0,184.0,40.0,14.0,0.4613498953178414,31.71542,-83.68522,4.587610195477113,69240.0,0.03818615751789976,0.006818956699624957,0.03136720081827481,2.432006633499171,Georgia
170,"Ashby, Minnesota",17.3,55833.0,95.3,508,1292,8.4,1.0,1.0,0.0,20.0,0.4613498953178414,46.081179999999996,-95.80641,4.587610195477113,191412.0,0.0007739938080495357,0.0,0.0007739938080495357,2.543307086614173,Minnesota
171,"Ashdown, Arkansas",23.3,35822.0,87.9,3769,8543,13.6,151.0,144.0,7.0,13.0,0.4613498953178414,33.661159999999995,-94.15639,4.587610195477113,80654.0,0.0176752897108744,0.0008193842912325881,0.016855905419641812,2.266648978508888,Arkansas
172,"Ashford, Alabama",14.5,40191.0,84.7,2309,6030,31.0,35.0,32.0,3.0,15.5,0.4769,31.17088,-85.23739,6.0,110721.0,0.005804311774461028,0.0004975124378109452,0.005306799336650083,2.6115201385881335,Alabama
173,"Ashland City, Tennessee",23.0,49901.0,86.5,6490,17323,43.2,211.0,198.0,13.0,15.5,0.4613498953178414,36.28415,-87.07721,4.587610195477113,178185.0,0.01218033827858916,0.0007504473820931709,0.011429890896495988,2.6691833590138674,Tennessee
174,"Ashland, Alabama",24.6,32769.0,74.4,2098,4895,13.6,82.0,51.0,31.0,14.0,0.4613498953178414,33.229820000000004,-85.86641999999998,4.587610195477113,88780.0,0.01675178753830439,0.006332992849846782,0.010418794688457609,2.333174451858913,Alabama
175,"Ashland, Kentucky",24.1,44563.5,89.5,15744,38894,457.45000000000005,936.0,885.0,51.0,16.95,0.4613498953178414,38.44664,-82.685495,4.587610195477113,82895.5,0.02406540854630534,0.0013112562348948423,0.0227541523114105,2.4704014227642275,Kentucky
176,"Ashland, Missouri",10.0,64293.0,91.3,2348,6197,36.2,64.0,58.0,6.0,15.333333333333336,0.4624,38.7917,-92.24028,3.2,195360.0,0.010327577860254962,0.0009682104243989027,0.00935936743585606,2.639267461669506,Missouri
177,"Ashland, Nebraska",12.5,70679.0,90.5,1809,4527,13.3,12.0,10.0,2.0,16.333333333333332,0.4613498953178414,41.07768,-96.38545,4.587610195477113,210976.0,0.0026507620941020544,0.0004417936823503424,0.002208968411751712,2.5024875621890548,Nebraska
178,"Ashland, Ohio",15.4,49721.0,88.1,12694,32833,81.5,429.0,405.0,24.0,14.5,0.4613498953178414,40.87292,-82.31685999999998,4.587610195477113,129602.0,0.013066122498705571,0.0007309718880394724,0.012335150610666099,2.586497557901371,Ohio
179,"Ashland, Oregon",18.6,51476.0,97.3,11633,25030,30.6,876.0,828.0,48.0,18.285714285714285,0.4608,42.15773,-122.55131000000002,4.8,471661.0,0.03499800239712345,0.0019176987614862165,0.033080303635637236,2.1516375827387604,Oregon
180,"Ashland, Virginia",17.1,67809.0,86.6,6094,17020,87.3,239.0,215.0,24.0,12.0,0.3935,37.75956,-77.48221,2.2,273395.0,0.014042303172737955,0.001410105757931845,0.01263219741480611,2.7929110600590743,Virginia
181,"Ashland, Wisconsin",12.9,44875.0,93.6,4807,11513,17.2,422.0,400.0,22.0,27.33333333333333,0.4613498953178414,46.55079,-90.86914,4.587610195477113,110602.0,0.03665421697211847,0.0019108833492573613,0.03474333362286111,2.3950488870397337,Wisconsin
182,"Ashtabula, Ohio",33.7,36656.0,81.9,13520,31474,178.3,14.0,9.0,5.0,22.272727272727273,0.4764,41.85339000000001,-80.78858000000002,8.5,76315.0,0.00044481159051915867,0.00015886128232827095,0.0002859503081908877,2.3279585798816567,Ohio
183,"Ashville, Alabama",23.2,44315.0,79.7,2841,7522,24.8,37.0,36.0,1.0,15.333333333333336,0.409,33.81243,-86.22612,4.2,149662.0,0.004918904546663122,0.00013294336612603032,0.004785961180537091,2.6476592749032033,Alabama
184,"Asotin, Washington",12.1,55369.0,92.3,693,1578,2.5,23.0,23.0,0.0,17.5,0.4613498953178414,46.19394000000001,-117.1474,4.587610195477113,261896.0,0.014575411913814956,0.0,0.014575411913814956,2.277056277056277,Washington
185,"Aspen, Colorado",9.5,71199.0,95.2,4431,10653,8.9,330.0,325.0,5.0,15.0,0.4613498953178414,39.15161,-106.77138000000001,4.587610195477113,1731469.0,0.030977189524077724,0.00046935135642542006,0.030507838167652304,2.4041976980365605,Colorado
186,"Assumption, Illinois",19.0,45938.0,91.0,747,1538,8.4,17.0,14.0,3.0,14.0,0.4613498953178414,39.53149000000001,-89.02694,4.587610195477113,73403.0,0.011053315994798439,0.0019505851755526658,0.009102730819245773,2.0589022757697455,Illinois
187,"Astatula, Florida",23.5,45125.0,83.0,978,2649,54.3,26.0,23.0,3.0,15.0,0.4469,28.69926,-81.71559,5.6,195249.0,0.009815024537561345,0.0011325028312570782,0.008682521706304265,2.708588957055215,Florida
188,"Astoria, Oregon",15.3,50977.0,92.8,7526,17907,43.7,466.0,450.0,16.0,19.166666666666668,0.4613498953178414,46.1322,-123.70322,4.587610195477113,281261.0,0.026023342826827497,0.000893505333109957,0.02512983749371754,2.3793515811852246,Oregon
189,"Atascadero, California",7.5,75169.0,94.7,12610,33806,200.1,584.0,501.0,83.0,26.33333333333333,0.4582,35.46459,-120.69043,3.8,527322.0,0.017275039933739574,0.002455185470034905,0.014819854463704667,2.6808881839809673,California
190,"Atchison, Kansas",24.0,45052.0,91.3,4588,13245,29.6,419.0,381.0,38.0,10.75,0.4613498953178414,39.5402,-95.13889,4.587610195477113,82399.0,0.03163457908644771,0.002869007172517931,0.028765571913929786,2.886878814298169,Kansas
191,"Athena, Oregon",25.2,63571.0,89.1,470,1453,9.2,26.0,25.0,1.0,17.5,0.4228,45.85042,-118.52813,10.5,172889.0,0.017894012388162423,0.0006882312456985547,0.017205781142463867,3.0914893617021275,Oregon
192,"Athens, Alabama",16.8,49049.0,83.7,20364,58959,77.96666666666665,654.0,636.0,18.0,14.928571428571425,0.4149,34.81886,-87.01562,5.1,143824.33333333334,0.011092454078257772,0.0003052969012364525,0.01078715717702132,2.895256334708309,Alabama
193,"Athens, Illinois",14.3,68899.0,95.8,1561,3886,22.9,25.0,23.0,2.0,13.333333333333336,0.4613498953178414,39.99171,-89.66842,4.587610195477113,156790.0,0.006433350488934638,0.000514668039114771,0.005918682449819866,2.489429852658552,Illinois
194,"Athens, Ohio",51.6,35588.0,96.2,11136,35704,88.9,489.0,462.0,27.0,14.25,0.4762,39.31358,-82.08214,6.6,165525.0,0.013695944431996414,0.0007562177907237285,0.012939726641272686,3.2061781609195403,Ohio
195,"Athens, Texas",26.9,44726.5,80.2,8612,24077,29.799999999999997,464.0,421.0,43.0,17.4,0.5042,32.170465,-95.85844,5.9,131164.5,0.019271503924907587,0.0017859367861444533,0.017485567138763133,2.795750116117046,Texas
196,"Athens, West Virginia",28.0,33933.0,94.6,645,2189,90.0,0.0,0.0,0.0,12.0,0.4613498953178414,37.46458,-81.01405,4.587610195477113,94645.0,0.0,0.0,0.0,3.393798449612403,West Virginia
