,townstate,poverty,med_income,hs_completion,n_households,population,density,crime_rate,property_crime,violent_crime,students_per_teacher,gini,lat,lng,unemployment_rate,home_price,crime_rate_pc,vcrime_rate_pc,pcrime_rate_pc,people_per_household,state
2642,"Lake Waccamaw, North Carolina",22.3,49712.0,83.0,1000,2596,24.0,46.0,46.0,0.0,10.5,0.4613498953178414,34.32535,-78.51763000000003,4.587610195477113,232149.0,0.017719568567026195,0.0,0.017719568567026195,2.596,North Carolina
2643,"Lake Wales, Florida",21.1,38670.0,81.4,14518,39725,212.66666666666663,563.0,514.0,49.0,14.666666666666664,0.4458,27.86827,-81.52295666666667,4.8,146811.33333333334,0.014172435494021397,0.0012334801762114538,0.012938955317809944,2.73625843780135,Florida
2644,"Lakefield, Minnesota",6.2,55625.0,94.0,1070,2680,6.2,1.0,1.0,0.0,17.0,0.4613498953178414,43.63559,-95.21108000000001,4.587610195477113,106826.0,0.00037313432835820896,0.0,0.00037313432835820896,2.5046728971962615,Minnesota
2645,"Lakeland, Georgia",42.4,28760.0,68.8,2172,6602,21.2,98.0,81.0,17.0,14.75,0.4613498953178414,31.10395,-83.05415,4.587610195477113,109120.0,0.014843986670705847,0.0025749772796122387,0.012269009391093608,3.039594843462247,Georgia
2646,"Lakeport, California",17.6,44533.0,86.0,4570,11092,51.9,253.0,206.0,47.0,19.142857142857142,0.487,39.0456,-122.9373,4.587610195477113,301243.0,0.02280923187883159,0.00423728813559322,0.01857194374323837,2.427133479212254,California
2647,"Lakeview, Oregon",24.6,37543.0,88.3,2191,5123,2.4,43.0,29.0,14.0,19.0,0.4613498953178414,42.3131,-120.36643000000001,4.587610195477113,91940.0,0.008393519422213547,0.0027327737653718522,0.005660745656841694,2.3382017343678685,Oregon
2648,"Lakeville, Minnesota",4.5,108839.0,96.3,17711,53547,284.2,656.0,614.0,42.0,18.625,0.4101,44.64093,-93.27979,2.7,370653.0,0.012250919752740582,0.0007843576670961958,0.011466562085644387,3.0233753034837108,Minnesota
2649,"Lakewood, Ohio",14.6,48671.0,93.6,24622,50666,3657.9,939.0,876.0,63.0,18.63636363636364,0.5204,41.482440000000004,-81.80104,6.3,175796.0,0.01853313859392887,0.0012434374136501797,0.01728970118027869,2.0577532288197546,Ohio
2650,"Lamar, Arkansas",30.1,36563.0,80.8,1436,4455,15.7,29.0,28.0,1.0,14.0,0.4613498953178414,35.48452,-93.32589,4.587610195477113,99175.0,0.006509539842873177,0.0002244668911335578,0.006285072951739619,3.102367688022284,Arkansas
2651,"Lamar, Colorado",20.2,41860.0,80.5,3733,9060,5.5,283.0,268.0,15.0,18.166666666666668,0.4613498953178414,37.92617,-102.65974,4.587610195477113,89303.0,0.031236203090507727,0.0016556291390728477,0.029580573951434878,2.427002410929547,Colorado
2652,"Lamar, Missouri",28.5,40218.0,85.2,3340,8005,12.1,159.0,148.0,11.0,12.8,0.4613498953178414,37.525009999999995,-94.26298,4.587610195477113,92321.0,0.01986258588382261,0.0013741411617738913,0.01848844472204872,2.3967065868263475,Missouri
2653,"Lamar, South Carolina",16.0,27931.0,76.4,1974,4393,25.3,30.0,25.0,5.0,18.0,0.4977,34.18619,-80.09626999999998,5.9,68161.0,0.0068290462098793536,0.0011381743683132257,0.005690871841566128,2.225430597771023,South Carolina
2654,"Lamberton, Minnesota",13.1,55536.0,82.9,603,1400,4.4,0.0,0.0,0.0,10.0,0.4613498953178414,44.23054000000001,-95.27345,4.587610195477113,54996.0,0.0,0.0,0.0,2.3217247097844114,Minnesota
2655,"Lambertville, New Jersey",10.5,94740.0,93.0,3140,7458,122.7,66.0,62.0,4.0,9.5,0.4342,40.37135,-74.89675,2.8,406989.0,0.008849557522123894,0.0005363368195226602,0.008313220702601234,2.37515923566879,New Jersey
2656,"Lamesa, Texas",19.1,42513.0,74.9,4207,12561,6.8,431.0,371.0,60.0,12.0,0.4613498953178414,32.69327,-102.01053,4.587610195477113,67138.0,0.034312554732903434,0.004776689754000477,0.029535864978902954,2.985738055621583,Texas
2657,"Lamont, Oklahoma",17.0,56538.0,93.4,178,440,2.2,18.0,17.0,1.0,6.0,0.4613498953178414,36.67087,-97.55558,4.587610195477113,73285.0,0.04090909090909091,0.0022727272727272726,0.038636363636363635,2.4719101123595504,Oklahoma
2658,"Lampasas, Texas",17.3,46678.0,83.7,4912,12905,8.4,254.0,231.0,23.0,16.666666666666668,0.4613498953178414,31.08754,-98.22873,4.587610195477113,172068.0,0.019682293684618365,0.0017822549399457576,0.01790003874467261,2.627239413680782,Texas
2659,"Lanark, Illinois",14.5,58301.0,91.4,1181,2451,13.3,7.0,7.0,0.0,12.0,0.4613498953178414,42.10435,-89.81366,4.587610195477113,197233.0,0.0028559771521827824,0.0,0.0028559771521827824,2.075359864521592,Illinois
2660,"Lancaster, Kentucky",36.0,48880.0,74.6,5848,14412,34.3,83.0,73.0,10.0,15.25,0.4613498953178414,37.6792,-84.58843,4.587610195477113,145379.0,0.005759089647515959,0.0006938662225922842,0.005065223424923675,2.4644322845417235,Kentucky
2661,"Lancaster, South Carolina",29.0,39008.0,76.3,16659,47797,62.7,487.0,412.0,75.0,15.75,0.5063,34.74098,-80.73584,2.9,131201.0,0.010188923991045463,0.0015691361382513546,0.008619787852794108,2.8691398043099827,South Carolina
2662,"Lancaster, Wisconsin",11.6,51250.0,93.5,2335,5889,15.9,78.0,65.0,13.0,12.666666666666664,0.4613498953178414,42.84391,-90.71955,4.587610195477113,123877.0,0.013245033112582781,0.002207505518763797,0.011037527593818985,2.5220556745182012,Wisconsin
2663,"Lander, Wyoming",13.3,57981.0,93.2,5240,13545,2.4,242.0,242.0,0.0,10.4,0.4613498953178414,42.690490000000004,-108.62851,4.587610195477113,238114.0,0.01786637135474345,0.0,0.01786637135474345,2.5849236641221376,Wyoming
2664,"Landis, North Carolina",11.0,53828.0,89.6,1030,2746,417.2,54.0,51.0,3.0,15.5,0.4566,35.54424,-80.61466,4.9,135283.0,0.019664967225054626,0.0010924981791697013,0.018572469045884922,2.666019417475728,North Carolina
2665,"Landrum, South Carolina",16.7,50693.0,87.6,3410,8459,38.0,92.0,82.0,10.0,11.0,0.4389,35.14389,-82.2637,5.7,186656.0,0.010875990069748197,0.0011821728336682824,0.009693817236079915,2.4806451612903224,South Carolina
2666,"Lanett, Alabama",24.3,36746.0,79.1,4844,11604,51.2,638.0,534.0,104.0,15.5,0.4613498953178414,32.89515,-85.25508,4.587610195477113,58977.0,0.054981041020337816,0.008962426749396759,0.046018614270941054,2.3955408753096616,Alabama
2667,"Langley, Washington",19.8,63613.0,97.9,2663,5577,77.1,26.0,26.0,0.0,19.75,0.4342,48.03069,-122.45086,6.2,500296.0,0.004662004662004662,0.0,0.004662004662004662,2.0942546000751032,Washington
2668,"Lansing, Kansas",5.1,81465.0,89.6,3107,11117,317.4,146.0,125.0,21.0,33.0,0.4465,39.25162,-94.8784,4.6,194136.0,0.013133039489070792,0.0018889988306197716,0.011244040658451021,3.578049565497264,Kansas
2669,"Lapeer, Michigan",21.5,51647.0,88.5,11864,31008,98.8,372.0,322.0,50.0,18.33333333333333,0.4475,43.053509999999996,-83.33766,4.6,170215.0,0.011996904024767802,0.001612487100103199,0.010384416924664602,2.6136210384356033,Michigan
2670,"Laramie, Wyoming",26.0,44733.0,95.9,15625,37281,17.4,448.0,410.0,38.0,8.75,0.4613498953178414,41.315065000000004,-105.65511999999998,4.587610195477113,230204.5,0.012016845041710255,0.001019285963359352,0.010997559078350903,2.385984,Wyoming
2671,"Larimore, North Dakota",10.1,53512.0,91.6,831,2031,4.0,23.0,20.0,3.0,13.5,0.466,47.94934,-97.69117,4.4,147979.0,0.011324470704086657,0.0014771048744460858,0.009847365829640572,2.444043321299639,North Dakota
2672,"Larned, Kansas",6.3,46795.0,93.6,2096,5734,7.2,105.0,88.0,17.0,14.6,0.4613498953178414,38.1849,-99.12235,4.587610195477113,56587.0,0.018311824206487616,0.002964771538193233,0.015347052668294385,2.7356870229007635,Kansas
2673,"Las Animas, Colorado",35.8,29627.0,82.5,1371,4858,2.1,39.0,35.0,4.0,23.75,0.4613498953178414,37.93472,-103.16646,4.587610195477113,54381.0,0.008027995059695347,0.0008233841086867024,0.007204610951008645,3.5433989788475566,Colorado
2674,"Las Vegas, New Mexico",36.3,28023.0,77.8,7083,19039,4.8,536.0,419.0,117.0,14.9375,0.4613498953178414,35.53869,-104.927,4.587610195477113,150337.0,0.02815273911444929,0.00614528073953464,0.02200745837491465,2.687985316956092,New Mexico
2675,"Lathrop, Missouri",10.6,61894.0,93.0,1804,4731,17.2,31.0,21.0,10.0,13.666666666666664,0.4613498953178414,39.54904000000001,-94.29344,4.587610195477113,144109.0,0.006552525893045867,0.002113718030014796,0.004438807863031071,2.6225055432372506,Missouri
2676,"Latta, South Carolina",24.2,31098.0,80.2,2536,7836,22.2,124.0,104.0,20.0,19.0,0.4613498953178414,34.35768,-79.50227,4.587610195477113,67546.0,0.01582440020418581,0.002552322613578356,0.013272077590607452,3.089905362776025,South Carolina
2677,"Laurel, Delaware",35.1,49904.0,78.1,5588,14777,59.2,214.0,167.0,47.0,14.75,0.4459,38.54787,-75.54078,3.9,200194.0,0.014481965216214388,0.0031806185287947485,0.011301346687419639,2.644416607015032,Delaware
2678,"Laurel, Mississippi",31.5,37466.5,79.5,15788,42834,224.29999999999998,925.0,846.0,79.0,15.133333333333333,0.4317,31.703385,-89.11155500000001,4.587610195477113,92304.5,0.021594994630433767,0.0018443292711397487,0.01975066535929402,2.7130732201672156,Mississippi
2679,"Laurel, Montana",9.0,59557.0,94.1,4650,11880,23.9,157.0,147.0,10.0,16.25,0.4527,45.636070000000004,-108.74531999999999,3.1,246779.0,0.013215488215488215,0.0008417508417508417,0.012373737373737374,2.554838709677419,Montana
2680,"Laurens, South Carolina",27.5,37431.0,78.7,8168,20651,55.9,650.0,542.0,108.0,16.333333333333332,0.4578,34.49665,-82.04671,8.0,95620.0,0.03147547334269527,0.005229770955401675,0.026245702387293592,2.528281096963761,South Carolina
2681,"Laurinburg, North Carolina",33.8,31069.0,81.5,9494,25760,79.5,1102.0,901.0,201.0,15.111111111111107,0.4613498953178414,34.76732,-79.45084,4.587610195477113,77039.0,0.04277950310559006,0.0078027950310559,0.03497670807453416,2.7132926058563305,North Carolina
2682,"Lavaca, Arkansas",15.9,49865.0,87.0,2050,5400,37.7,42.0,37.0,5.0,15.0,0.468,35.36537,-94.15396,2.6,127697.0,0.0077777777777777776,0.000925925925925926,0.006851851851851852,2.6341463414634148,Arkansas
2683,"Lavonia, Georgia",22.6,43986.0,76.4,3059,7994,47.1,130.0,107.0,23.0,16.0,0.4613498953178414,34.443290000000005,-83.08606,4.587610195477113,167738.0,0.016262196647485613,0.002877157868401301,0.013385038779084313,2.6132723112128144,Georgia
2684,"Lawndale, California",15.4,58792.0,73.6,10635,35161,5031.3,722.0,528.0,194.0,25.33333333333333,0.5016,33.888290000000005,-118.35125,5.2,592405.0,0.02053411450186286,0.005517476749808026,0.015016637752054833,3.306158909261871,California
2685,"Lawrenceburg, Indiana",26.7,62721.0,87.0,8546,22710,159.8,136.0,127.0,9.0,17.4,0.4613498953178414,39.15644,-84.87429,4.587610195477113,186612.0,0.00598855129898723,0.0003963011889035667,0.0055922501100836635,2.6573835712614087,Indiana
2686,"Lawrenceburg, Kentucky",14.4,52119.0,88.2,8421,21952,43.3,111.0,97.0,14.0,22.857142857142854,0.4613498953178414,38.00322,-84.98494000000002,4.587610195477113,144191.0,0.005056486880466472,0.0006377551020408163,0.004418731778425656,2.606816292601829,Kentucky
2687,"Lawrenceburg, Tennessee",20.3,39462.0,78.1,8797,22285,30.8,641.0,562.0,79.0,14.4,0.4613498953178414,35.2867,-87.42956,4.587610195477113,104620.0,0.028763742427641913,0.003544985416199237,0.025218757011442675,2.533249971581221,Tennessee
2688,"Lawrenceville, Georgia",21.6,62352.75,84.7,78389,256112,917.425,1069.0,979.0,90.0,15.8,0.4255,33.9515075,-84.00018750000001,3.3,211906.5,0.004173955144624227,0.0003514087586680827,0.0038225463859561442,3.2671931010728548,Georgia
2689,"Lawrenceville, Illinois",24.4,42714.0,84.6,3339,7166,20.6,91.0,77.0,14.0,13.333333333333336,0.4613498953178414,38.74655,-87.63529,4.587610195477113,49434.0,0.012698855707507676,0.0019536701088473346,0.010745185598660341,2.1461515423779574,Illinois
2690,"Lawrenceville, Virginia",46.6,30304.0,79.6,2081,7231,23.5,13.0,12.0,1.0,12.25,0.4613498953178414,36.71344000000001,-77.80481,4.587610195477113,93156.0,0.0017978149633522335,0.00013829345871940258,0.001659521504632831,3.474771744353676,Virginia
2691,"Lawson, Missouri",7.6,65924.0,89.2,1993,5913,26.6,48.0,39.0,9.0,14.333333333333336,0.4613498953178414,39.45339,-94.16986,4.587610195477113,158767.0,0.008117706747843734,0.0015220700152207,0.006595636732623034,2.9668840943301555,Missouri
2692,"Lawtey, Florida",34.4,36471.0,80.9,1218,4585,23.6,14.0,12.0,2.0,13.0,0.4613498953178414,30.08338,-82.10829,4.587610195477113,105303.0,0.0030534351145038168,0.0004362050163576881,0.0026172300981461287,3.764367816091954,Florida
2693,"Le Claire, Iowa",3.9,88769.0,97.4,2056,5648,79.9,21.0,13.0,8.0,15.0,0.4657,41.62527,-90.39048000000001,4.4,245795.0,0.003718130311614731,0.00141643059490085,0.002301699716713881,2.747081712062257,Iowa
2694,"Le Mars, Iowa",10.2,59951.0,91.4,5003,12152,20.4,233.0,223.0,10.0,18.33333333333333,0.4613498953178414,42.801629999999996,-96.17911,4.587610195477113,162867.0,0.019173798551678736,0.0008229098090849243,0.018350888742593812,2.4289426344193483,Iowa
2695,"Le Roy, Illinois",11.0,67361.0,94.1,1741,4389,20.1,35.0,29.0,6.0,4.0,0.4787,40.33907,-88.7548,2.7,128487.0,0.007974481658692184,0.001367053998632946,0.006607427660059239,2.520964962665135,Illinois
2696,"Le Sueur, Minnesota",10.0,63021.0,88.3,2286,5729,17.9,64.0,63.0,1.0,15.833333333333336,0.4613498953178414,44.44502,-93.91535999999999,4.587610195477113,176379.0,0.011171234072263921,0.00017455053237912376,0.010996683539884797,2.506124234470691,Minnesota
2697,"Leachville, Arkansas",25.9,35152.0,77.3,963,2946,17.8,31.0,27.0,4.0,4.0,0.4613498953178414,35.9465,-90.22118,4.587610195477113,43266.0,0.010522742701968771,0.0013577732518669382,0.009164969450101833,3.059190031152648,Arkansas
2698,"Lead, South Dakota",13.4,44365.0,88.0,1765,3788,6.2,16.0,15.0,1.0,11.0,0.4613498953178414,44.26300000000001,-103.87125,4.587610195477113,142130.0,0.004223864836325237,0.00026399155227032733,0.00395987328405491,2.1461756373937675,South Dakota
2699,"Leadville, Colorado",5.2,45941.0,89.0,3234,7426,9.5,50.0,44.0,6.0,20.5,0.4613498953178414,39.233909999999995,-106.31466999999999,4.587610195477113,234385.0,0.006733099919202801,0.0008079719903043361,0.005925127928898465,2.2962275819418676,Colorado
2700,"Leadwood, Missouri",24.9,31250.0,78.9,507,1310,322.0,24.0,21.0,3.0,17.0,0.4556,37.86025,-90.59161,2.8,34172.0,0.0183206106870229,0.0022900763358778627,0.01603053435114504,2.583826429980276,Missouri
2701,"Leakesville, Mississippi",18.2,50284.0,81.1,1352,6296,10.2,12.0,12.0,0.0,15.333333333333336,0.4613498953178414,31.171529999999997,-88.6192,4.587610195477113,98224.0,0.0019059720457433292,0.0,0.0019059720457433292,4.65680473372781,Mississippi
2702,"Leander, Texas",4.2,82161.5,92.5,23262,76908,127.10000000000001,501.0,455.0,46.0,13.928571428571427,0.3832,30.505384999999997,-97.942575,4.5,291226.0,0.0065142767982524575,0.0005981172309772715,0.005916159567275186,3.30616456022698,Texas
2703,"Leavenworth, Kansas",14.6,60208.0,91.3,13301,36172,101.2,234.0,0.0,234.0,14.75,0.4465,39.28288,-94.99412,4.6,144327.0,0.006469092115448413,0.006469092115448413,0.0,2.71949477482896,Kansas
2704,"Leawood, Kansas",1.8999999999999997,115532.33333333333,99.5,14465,35341,847.3666666666667,426.0,396.0,30.0,14.75,0.45879999999999993,38.92687333333333,-94.63165333333335,2.2,472837.0,0.01205398828556068,0.0008488724144761042,0.011205115871084576,2.4432077428275147,Kansas
2705,"Lebanon Junction, Kentucky",11.4,52868.0,84.0,1466,4596,45.8,0.0,0.0,0.0,17.0,0.3926,37.86868,-85.7225,2.1,123992.0,0.0,0.0,0.0,3.1350613915416097,Kentucky
2706,"Lebanon, Illinois",16.5,63894.0,92.1,2413,6292,62.1,63.0,54.0,9.0,10.5,0.463,38.60743,-89.82136,4.7,136751.0,0.010012714558169104,0.0014303877940241576,0.008582326764144946,2.607542478242851,Illinois
2707,"Lebanon, Kentucky",28.8,37911.0,73.6,5073,12823,33.3,111.0,100.0,11.0,15.0,0.4613498953178414,37.55846,-85.23808000000002,4.587610195477113,105040.0,0.008656320673789285,0.0008578335802854246,0.007798487093503861,2.5276956436033906,Kentucky
2708,"Lebanon, Missouri",24.5,42604.0,81.6,11519,29232,27.4,512.0,443.0,69.0,12.375,0.4613498953178414,37.68624000000001,-92.64574,4.587610195477113,120880.0,0.01751505199781062,0.002360426929392447,0.015154625068418172,2.5377202882194636,Missouri
2709,"Lebanon, New Hampshire",12.3,67597.0,94.3,4226,9392,108.9,446.0,408.0,38.0,10.6,0.473,43.63467,-72.23724,2.7,244448.0,0.047487223168654176,0.004045996592844974,0.0434412265758092,2.2224325603407475,New Hampshire
2710,"Lebanon, Ohio",8.6,73427.0,92.5,12266,38221,178.1,383.0,361.0,22.0,18.571428571428573,0.4182,39.44442,-84.2202,2.4,226456.0,0.01002066926558698,0.0005755998011564323,0.009445069464430548,3.1160117397684655,Ohio
2711,"Lebanon, Oregon",21.6,45620.0,91.1,11092,29701,52.9,614.0,574.0,40.0,20.11111111111111,0.4132,44.53094,-122.82266000000001,5.5,244527.0,0.020672704622739974,0.0013467560014814317,0.019325948621258544,2.677695636494771,Oregon
2712,"Lebanon, Pennsylvania",25.1,54021.5,78.7,26115,68887,258.75,679.0,619.0,60.0,15.307692307692307,0.3999,40.338615000000004,-76.42751000000001,3.4,148169.0,0.009856721877857941,0.0008709916239638828,0.008985730253894058,2.6378326632203715,Pennsylvania
2713,"Lebanon, Tennessee",15.0,56205.5,86.4,21711,61945,63.099999999999994,1151.0,951.0,200.0,12.5,0.4037,36.198904999999996,-86.28438999999999,2.5,272335.5,0.018580999273549115,0.003228670594882557,0.015352328678666559,2.8531619916171524,Tennessee
2714,"Lebanon, Virginia",19.9,47540.0,82.8,3832,9179,30.4,139.0,132.0,7.0,18.5,0.4613498953178414,36.86436,-82.11867,4.587610195477113,126285.0,0.015143261793223662,0.0007626103061335657,0.014380651487090097,2.39535490605428,Virginia
2715,"Lebo, Kansas",24.4,59803.0,94.0,703,1714,4.5,3.0,3.0,0.0,10.0,0.4613498953178414,38.402429999999995,-95.81676,4.587610195477113,114754.0,0.001750291715285881,0.0,0.001750291715285881,2.438122332859175,Kansas
2716,"Leeds, Alabama",12.6,59097.0,88.3,5301,14438,95.2,637.0,555.0,82.0,20.0,0.4952,33.52089,-86.55996999999998,6.2,154956.0,0.0441196841667821,0.005679456988502563,0.03844022717827954,2.7236370496132807,Alabama
2717,"Leesburg, Alabama",11.0,51458.0,81.0,1590,3733,28.8,61.0,57.0,4.0,16.0,0.4613498953178414,34.17232,-85.76884,4.587610195477113,122133.0,0.01634074470934905,0.0010715242432360033,0.015269220466113046,2.3477987421383646,Alabama
2718,"Leesburg, Georgia",18.0,62643.0,87.4,8602,24186,35.6,117.0,101.0,16.0,17.25,0.4613498953178414,31.742240000000002,-84.14211999999998,4.587610195477113,171386.0,0.004837509302902505,0.0006615397337302572,0.004175969569172248,2.8116717042548243,Georgia
2719,"Leesburg, Virginia",4.9,123894.5,91.1,28246,86740,241.55,929.0,820.0,109.0,14.526315789473689,0.4052,39.120689999999996,-77.56831499999998,3.2,528447.0,0.010710168319114595,0.0012566290062255014,0.009453539312889093,3.07087729235998,Virginia
2720,"Leesville, Louisiana",28.7,47226.0,81.8,8335,22127,14.8,493.0,437.0,56.0,22.5,0.4613498953178414,31.167240000000003,-93.1877,4.587610195477113,141033.0,0.022280471821756225,0.002530844669408415,0.01974962715234781,2.654709058188362,Louisiana
2721,"Leeton, Missouri",23.2,51750.0,93.2,528,1324,8.0,3.0,3.0,0.0,10.0,0.4613498953178414,38.59202,-93.68866,4.587610195477113,110869.0,0.0022658610271903325,0.0,0.0022658610271903325,2.507575757575758,Missouri
2722,"Lehi, Utah",5.8,84786.0,96.4,15366,62382,607.7,846.0,769.0,77.0,24.857142857142854,0.4218,40.41087,-111.87331,2.6,359402.0,0.01356160430893527,0.0012343304158250778,0.012327273893110191,4.059742288168684,Utah
2723,"Leighton, Alabama",13.0,39492.0,74.1,1761,4734,19.1,33.0,31.0,2.0,14.333333333333336,0.4613498953178414,34.67172,-87.52829,4.587610195477113,83444.0,0.00697084917617237,0.0004224757076468103,0.00654837346852556,2.68824531516184,Alabama
2724,"Leitchfield, Kentucky",29.3,33458.0,79.1,5752,16309,31.5,146.0,137.0,9.0,14.0,0.4613498953178414,37.47598,-86.31459,4.587610195477113,101546.0,0.008952112330614997,0.0005518425409283218,0.008400269789686676,2.8353616133518775,Kentucky
2725,"Leland, Mississippi",28.3,34230.0,77.8,2425,6085,14.4,185.0,172.0,13.0,16.75,0.4613498953178414,33.39147,-90.85616999999999,4.587610195477113,686629.0,0.030402629416598194,0.0021364009860312242,0.02826622843056697,2.509278350515464,Mississippi
2726,"Leland, North Carolina",15.3,53141.0,93.6,13383,33435,74.9,453.0,427.0,26.0,16.8,0.4291,34.23767,-78.09331999999998,4.5,227356.0,0.013548676536563482,0.0007776282338866458,0.012771048302676835,2.4983187626092804,North Carolina
2727,"Lemon Grove, California",13.8,60739.0,79.6,8495,27193,2505.2,648.0,509.0,139.0,24.0,0.4631,32.73317,-117.03416000000001,5.0,459217.0,0.023829662045379327,0.005111609605413158,0.018718052439966167,3.2010594467333724,California
2728,"Lemoore, California",14.0,54508.0,85.0,12051,38606,122.5,599.0,501.0,98.0,20.166666666666668,0.4043,36.29517,-119.82875,8.2,244954.0,0.015515722944620008,0.0025384655234937576,0.01297725742112625,3.203551572483611,California
2729,"Lenexa, Kansas",5.4,94965.0,95.3,20517,52184,571.825,991.0,921.0,70.0,16.285714285714285,0.4588,38.960770000000004,-94.80386750000001,2.2,338312.0,0.01899049517093362,0.0013414073279166027,0.017649087843017018,2.5434517717015157,Kansas
2730,"Lennox, South Dakota",6.0,57976.0,92.6,1260,3561,14.3,11.0,9.0,2.0,16.0,0.4613498953178414,43.33696,-96.86950999999999,4.587610195477113,184659.0,0.003089019938219601,0.0005616399887672002,0.002527379949452401,2.8261904761904764,South Dakota
2731,"Lenoir City, Tennessee",23.9,55178.0,73.5,10975,29624,116.25,295.0,280.0,15.0,16.5,0.4613498953178414,35.813779999999994,-84.267665,4.587610195477113,196895.5,0.009958142046988928,0.000506346205779098,0.00945179584120983,2.6992255125284736,Tennessee
2732,"Lenoir, North Carolina",22.3,36905.0,79.3,18200,46604,55.8,899.0,843.0,56.0,13.5,0.4714,35.97722,-81.54411999999998,5.7,111367.0,0.019290189683288987,0.0012016135953995366,0.01808857608788945,2.5606593406593405,North Carolina
2733,"Leominster, Massachusetts",13.4,57610.0,86.3,16563,41579,554.3,1210.0,940.0,270.0,13.5,0.4554,42.51863,-71.76138,4.1,263385.0,0.029101228985786095,0.00649366266624979,0.022607566319536303,2.510354404395339,Massachusetts
2734,"Leon, Iowa",14.7,42614.0,84.7,1048,2713,8.0,16.0,10.0,6.0,14.666666666666664,0.4613498953178414,40.73871,-93.74101,4.587610195477113,74795.0,0.005897530409141172,0.0022115739034279398,0.003685956505713233,2.588740458015267,Iowa
2735,"Leon, Kansas",10.4,54167.0,85.3,658,1469,3.8,19.0,19.0,0.0,11.5,0.3771,37.67221,-96.72095,2.2,118710.0,0.012933968686181076,0.0,0.012933968686181076,2.2325227963525838,Kansas
2736,"Leonard, Texas",17.1,57052.0,86.0,1479,4312,20.7,77.0,66.0,11.0,15.75,0.4613498953178414,33.39324000000001,-96.24331,4.587610195477113,148876.0,0.017857142857142856,0.002551020408163265,0.015306122448979591,2.9154834347532117,Texas
2737,"Lepanto, Arkansas",34.2,35221.0,71.7,895,2475,18.9,33.0,32.0,1.0,13.0,0.4613498953178414,35.61566,-90.31656,4.587610195477113,53595.0,0.013333333333333334,0.00040404040404040404,0.01292929292929293,2.7653631284916202,Arkansas
2738,"Leslie, Michigan",15.0,60913.0,92.2,2304,6172,41.2,19.0,17.0,2.0,14.2,0.4819,42.46595,-84.41006,5.1,142727.0,0.0030784186649384314,0.0003240440699935191,0.0027543745949449123,2.6788194444444446,Michigan
2739,"Lester Prairie, Minnesota",12.5,61362.0,82.3,1029,2783,33.4,15.0,15.0,0.0,9.0,0.4613498953178414,44.88306,-94.06867,4.587610195477113,190726.0,0.0053898670499461015,0.0,0.0053898670499461015,2.704567541302235,Minnesota
2740,"Levelland, Texas",15.2,49332.0,76.2,6046,17406,15.2,610.0,526.0,84.0,13.833333333333336,0.4613498953178414,33.60538,-102.40278,4.587610195477113,116998.0,0.035045386648282204,0.004825922095829024,0.03021946455245318,2.878928217002977,Texas
2741,"Lewes, Delaware",5.8,68576.0,91.2,10894,25027,154.6,66.0,63.0,3.0,11.75,0.4459,38.72894,-75.16499,3.9,353378.0,0.0026371518759739482,0.00011987053981699764,0.0025172813361569505,2.297319625481917,Delaware
2742,"Lewisburg, Kentucky",17.0,45370.0,79.8,1744,4388,10.2,5.0,5.0,0.0,13.0,0.4613498953178414,37.01479000000001,-86.94594000000002,4.587610195477113,97396.0,0.0011394712853236098,0.0,0.0011394712853236098,2.5160550458715596,Kentucky
2743,"Lewisburg, Tennessee",20.8,43704.0,78.6,8475,22115,39.2,340.0,230.0,110.0,14.6,0.4613498953178414,35.48621,-86.76278,4.587610195477113,130705.0,0.015374180420529052,0.004973999547818223,0.01040018087271083,2.6094395280235987,Tennessee
2744,"Lewisburg, West Virginia",18.3,47649.0,92.1,4255,9768,40.4,109.0,107.0,2.0,13.333333333333336,0.4613498953178414,37.84062,-80.46534,4.587610195477113,173124.0,0.01115888615888616,0.00020475020475020476,0.010954135954135955,2.2956521739130435,West Virginia
2745,"Lewisport, Kentucky",25.7,51458.0,86.2,1576,4152,21.6,8.0,6.0,2.0,16.0,0.4613498953178414,37.906009999999995,-86.87956,4.587610195477113,96372.0,0.0019267822736030828,0.0004816955684007707,0.001445086705202312,2.6345177664974617,Kentucky
2746,"Lewiston, Maine",21.4,39890.0,86.1,16063,36097,413.8,782.0,718.0,64.0,13.75,0.4287,44.09148,-70.16807,3.9,151284.0,0.021663850181455523,0.0017730005263595313,0.01989084965509599,2.247214094502895,Maine
2747,"Lewiston, Minnesota",10.9,65833.0,89.3,938,2580,14.9,14.0,13.0,1.0,13.5,0.4613498953178414,43.94335,-91.84355,4.587610195477113,202307.0,0.005426356589147287,0.0003875968992248062,0.0050387596899224806,2.7505330490405115,Minnesota
2748,"Lewistown, Montana",15.2,46646.0,93.9,4018,9026,3.3,117.0,76.0,41.0,12.375,0.4613498953178414,47.09214,-109.36046999999999,4.587610195477113,165588.0,0.01296255262574784,0.004542432971415909,0.008420119654331929,2.246391239422598,Montana
2749,"Lewisville, Arkansas",34.3,31952.0,80.3,881,2170,4.4,23.0,22.0,1.0,14.0,0.4613498953178414,33.32437,-93.6277,4.587610195477113,43580.0,0.010599078341013824,0.0004608294930875576,0.010138248847926268,2.4631101021566404,Arkansas
2750,"Lexington, Alabama",18.9,48516.0,90.6,1235,3250,24.2,9.0,9.0,0.0,16.0,0.4775,34.95875,-87.38490999999998,2.0,119450.0,0.002769230769230769,0.0,0.002769230769230769,2.6315789473684212,Alabama
